mz,Sample1_erin_mass_listhotw_0001_5ppm_8m_000001.csv,Sample2_erin_mass_listhotw_0002_5ppm_8m_000002.csv,Sample3_erin_mass_listhotw_0003_5ppm_8m_000002.csv,Sample6_erin_mass_listhotw_0004_5ppm_8m_000003.csv,Sample8_erin_mass_listhotw_0005_5ppm_8m_000002.csv,Sample9_erin_mass_listhotw_0006_5ppm_8m_000002.csv,Sample10_erin_mass_listhotw_0007_5ppm_8m_000002.csv,Sample11_erin_mass_listhotw_0008_5ppm_8m_000001.csv,Sample12_erin_mass_listhotw_0009_5ppm_8m_000001.csv,Sample13_erin_mass_listhotw_0010_5ppm_8m_000001.csv,Sample14_erin_mass_listhotw_0010_5ppm_8m_000002.csv,Sample15_erin_mass_listhotw_0012_5ppm_8m_000001.csv,Sample16_erin_mass_listhotw_0013_5ppm_8m_000001.csv,Sample17_erin_mass_listhotw_0014_5ppm_8m_000001.csv,Sample18_erin_mass_listhotw_0015_5ppm_8m_000001.csv,Sample19_erin_mass_listhotw_0016_5ppm_8m_000001.csv,Sample20_erin_mass_listhotw_0017_5ppm_8m_000001.csv,Sample21_erin_mass_listhotw_0018_5ppm_8m_000001.csv,Sample22_erin_mass_listhotw_0019_5ppm_8m_000001.csv,Sample23_erin_mass_listhotw_0020_5ppm_8m_000001.csv,Sample24_erin_mass_listhotw_0021_5ppm_8m_000001.csv,Sample25_erin_mass_listhotw_0022_5ppm_8m_000001.csv,Sample26_erin_mass_listhotw_0023_5ppm_8m_000001.csv,Sample27_erin_mass_listhotw_0024_5ppm_8m_000001.csv,Sample28_erin_mass_listhotw_0025_5ppm_8m_000001.csv,Sample29_erin_mass_listhotw_0026_5ppm_8m_000001.csv,Sample30_erin_mass_listhotw_0027_5ppm_8m_000001.csv,Sample31_erin_mass_listhotw_0028_5ppm_8m_000001.csv,Sample32_erin_mass_listhotw_0029_5ppm_8m_000001.csv,Sample33_erin_mass_listhotw_0030_5ppm_8m_000001.csv,Sample34_erin_mass_listhotw_0031_5ppm_8m_000001.csv,Sample35_erin_mass_listhotw_0032_5ppm_8m_000001.csv,Sample36_erin_mass_listhotw_0033_5ppm_8m_000001.csv,Sample37_erin_mass_listhotw_0034_5ppm_8m_000001.csv,Sample38_erin_mass_listhotw_0035_5ppm_8m_000001.csv,Sample39_erin_mass_listhotw_0036_5ppm_8m_000001.csv,Sample40_erin_mass_listhotw_0037_5ppm_8m_000001.csv,Sample41_erin_mass_listhotw_0038_5ppm_8m_000001.csv,Sample42_erin_mass_listhotw_0039_5ppm_8m_000001.csv,Sample43_erin_mass_listhotw_0040_5ppm_8m_000001.csv,Sample44_erin_mass_listhotw_0041_5ppm_8m_000001.csv,Sample45_erin_mass_listhotw_0042_5ppm_8m_000001.csv,Sample46_erin_mass_listhotw_0043_5ppm_8m_000001.csv,Sample47_erin_mass_listhotw_0044_5ppm_8m_000001.csv,Sample48_erin_mass_listhotw_0045_5ppm_8m_000001.csv,Sample49_erin_mass_listhotw_0046_5ppm_8m_000001.csv,Sample50_erin_mass_listhotw_0047_5ppm_8m_000001.csv,Sample51_erin_mass_listhotw_0048_5ppm_8m_000001.csv,Sample52_erin_mass_listhotw_0049_5ppm_8m_000001.csv,Sample54_erin_mass_listhotw_0050_5ppm_8m_000001.csv,Sample55_erin_mass_listhotw_0051_5ppm_8m_000001.csv,Sample56_erin_mass_listhotw_0052_5ppm_8m_000001.csv,Sample57_erin_mass_listhotw_0053_5ppm_8m_000001.csv,Sample58_erin_mass_listhotw_0054_5ppm_8m_000001.csv,Sample59_erin_mass_listhotw_0055_5ppm_8m_000001.csv,Sample60_erin_mass_listhotw_0056_5ppm_8m_000001.csv,Sample61_erin_mass_listhotw_0057_5ppm_8m_000001.csv,Sample62_erin_mass_listhotw_0058_5ppm_8m_000001.csv,Sample63_erin_mass_listhotw_0059_5ppm_8m_000001.csv,Sample64_erin_mass_listhotw_0060_5ppm_8m_000001.csv,Sample65_erin_mass_listhotw_0061_5ppm_8m_000001.csv,Sample66_erin_mass_listhotw_0062_5ppm_8m_000001.csv,Sample67_erin_mass_listhotw_0063_5ppm_8m_000001.csv,Sample68_erin_mass_listhotw_0064_5ppm_8m_000001.csv,Sample69_erin_mass_listhotw_0065_5ppm_8m_000001.csv,Sample70_erin_mass_listhotw_0066_5ppm_8m_000001.csv
855.3806375,NA,NA,3305616,NA,NA,NA,NA,NA,3602306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3370696,NA,NA,4438049,NA,3600880,NA,NA,NA,NA,NA,3581063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856.0933962,NA,NA,NA,NA,NA,3255845,3617377,NA,4599134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3951858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856.1661222,NA,3329335,NA,4562136,4191402,4171249,5464605,NA,4803877,NA,NA,NA,NA,NA,3463297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3923137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.0849776,NA,NA,NA,NA,NA,3593043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3906127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.1062324,NA,NA,4598564,7471570,5644707,7009091,9420456,3478001,6769213,NA,NA,NA,3588301,NA,3837484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3953036,NA,NA,12503616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.1212084,3982440,NA,4883224,4436422,4419990,5112631,5299865,NA,NA,NA,NA,NA,NA,3254587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3910897,NA,5044790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.1272756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3279786,NA,NA,NA,NA,3435494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4194866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.1422135,4820059,4942453,7844614,9028019,9556356,8041255,12713605,3301847,9185824,NA,NA,6512534,3436725,5996845,4869653,NA,3560631,3897940,3533213,NA,NA,NA,3339201,NA,4777849,NA,NA,NA,3465114,NA,3496308,4818149,NA,12855847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4077852,5650533,NA,NA,4841967,3325886,NA,NA,3243735,NA,NA,3843322,NA,NA,NA,NA,3911398,NA,NA,NA,3369016,NA
857.1577885,NA,NA,4076281,3920295,NA,4375324,4959862,4141516,5433876,NA,NA,NA,NA,3346721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3611165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.1633373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3312204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4051481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.1785917,4398148,4086362,7353064,7643542,8474981,8606476,7503459,4665787,6670850,NA,3326687,8040319,4292765,4616466,NA,4070296,NA,4291142,NA,NA,NA,3665714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9906702,NA,NA,5292924,NA,3235240,NA,NA,3359066,NA,NA,3528969,5531721,NA,NA,NA,NA,NA,NA,3772097,3325078,3537559,4461793,3345059,3608476,NA,4263961,NA,NA,NA,NA,NA,NA
857.1938148,NA,NA,3637979,NA,NA,5186305,3653204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857.2150531,3816493,4090431,7099082,6078839,4694343,5706481,8437312,6492576,5368293,NA,NA,3678056,NA,5148920,NA,3558282,NA,NA,NA,NA,NA,NA,NA,3355035,NA,NA,NA,NA,NA,NA,NA,NA,NA,8006133,4629180,4104486,5563234,3528533,4246930,4038512,NA,NA,NA,NA,3438838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3475463,3370678,NA,NA,NA,NA,NA
857.2513495,NA,3545636,4444843,3615063,6189353,4313813,5074461,NA,5171655,NA,NA,NA,NA,3813599,4197838,3861373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4263786,3398787,NA,3945637,NA,8866267,NA,NA,5919561,NA,4124026,NA,NA,NA,NA,3633418,NA,NA,3785310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3526693,3676141,NA
857.2877046,3527678,3615241,6525581,4419898,3469578,4002490,4840954,3985771,5765546,NA,NA,NA,NA,NA,4214199,4205423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3346049,NA,NA,NA,NA,3417232,NA,5036482,NA,3592444,4432688,NA,NA,4308816,3325764,NA,NA,NA,NA,NA,NA,NA,NA,3544957,NA,NA,NA,NA,NA,4052120,NA,NA,NA,NA,NA,NA,NA,NA,3289045,NA
857.323949,NA,3754478,3246704,4075803,5619947,5161631,4902359,4387152,6220173,NA,NA,NA,NA,4423850,NA,3480418,NA,4327951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5695913,NA,3604711,4801303,NA,4902220,NA,5693223,4333829,NA,NA,NA,NA,4325933,NA,NA,NA,NA,NA,NA,NA,NA,3888256,NA,NA,3609719,3399632,NA,NA,NA,NA,NA,3234631
857.3603613,NA,NA,3289681,NA,NA,NA,3503540,NA,3909999,NA,NA,NA,NA,NA,NA,4152148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721039,NA,NA,4092669,NA,NA,NA,NA,NA,3911275,NA,NA,NA,NA,NA,NA,NA,NA,NA,3321423,NA,NA,3693671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858.1605373,NA,NA,NA,3339856,NA,3377175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3850072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858.1823422,NA,NA,NA,NA,3700233,NA,NA,NA,3563212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5842760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3327271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858.2189675,NA,NA,NA,3612190,4320746,NA,NA,NA,3763885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3655720,NA,NA,NA,NA,3366311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859.0849912,NA,NA,NA,NA,NA,4549930,NA,NA,3867601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6616243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859.098791,NA,NA,3705990,NA,4385504,NA,3405548,NA,NA,NA,NA,3830410,NA,NA,NA,4257935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4333067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859.135774,NA,NA,6302826,5860084,5008059,7023871,7567057,NA,4412324,NA,3550783,NA,NA,NA,4862206,NA,3285054,NA,NA,NA,3401716,NA,NA,NA,NA,4300888,NA,NA,NA,NA,NA,NA,3692744,4899981,NA,NA,NA,NA,3410066,3511271,NA,NA,3423320,NA,3265722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3479931,NA,NA,NA,3549871,NA
859.1577808,4626196,5563495,5590104,9403105,9661096,6761709,9205435,5544883,6972306,NA,4210226,NA,5098291,4893511,NA,NA,NA,4134678,NA,NA,NA,4225967,NA,NA,3875274,NA,NA,NA,NA,NA,NA,3606538,3672252,16344189,NA,NA,5787099,3775012,3344515,5503963,NA,NA,NA,NA,3744940,NA,3243323,NA,NA,3859454,NA,NA,3881400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859.17288,NA,NA,4504650,4651732,5294746,6266080,6330027,3550119,NA,NA,NA,4840022,3271465,NA,NA,3498093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3987636,6034547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859.1942958,4232955,4465738,4811832,4299457,7072391,5950671,7566998,3881877,6849395,NA,3386907,NA,4229913,4074281,NA,NA,NA,3720965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3541963,NA,4140000,NA,NA,9077858,NA,NA,NA,3394058,4851817,NA,NA,NA,3767365,3665134,4523158,4407764,NA,NA,3390505,NA,NA,NA,3457439,NA,3378535,NA,NA,NA,NA,4871170,NA,NA,NA,NA,NA,NA
859.2306818,3426016,3626029,4090904,5274271,7244391,5713073,6248049,4926327,7570260,NA,NA,3398190,NA,NA,3471548,4008019,3813381,NA,NA,NA,NA,3455884,NA,NA,3506580,NA,3570010,3212519,NA,NA,NA,NA,NA,9872455,NA,NA,3513763,NA,4655184,NA,3297539,NA,NA,NA,4023424,3994037,3710215,NA,NA,NA,3241235,NA,NA,NA,NA,NA,NA,NA,NA,3855342,NA,NA,NA,NA,NA,NA
859.2669441,3280582,3945488,4082680,4397695,5179973,5852306,5158475,3754841,6816565,3784041,NA,3607060,NA,4086512,NA,NA,NA,4339428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3864703,6300716,NA,NA,6593927,3989975,5105719,NA,NA,NA,3458092,3972293,NA,NA,NA,NA,3730418,4182982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859.3033407,5478060,4248562,4418521,4254303,5904932,4443252,4539942,4614971,5464853,NA,3759575,3308026,NA,NA,NA,NA,NA,NA,NA,NA,NA,3717992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7988241,NA,4832304,5672300,NA,5163037,3974032,NA,NA,NA,3714224,NA,3801462,NA,NA,NA,NA,NA,NA,3561813,NA,3290397,NA,NA,NA,NA,3754952,NA,NA,NA,NA,NA,3438371
859.3396246,NA,4346836,3873721,NA,3293701,NA,3986945,NA,3785462,NA,NA,NA,NA,NA,NA,3663906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3579793,NA,6022134,NA,NA,4275535,NA,7395332,NA,NA,4369444,3775507,NA,NA,3412311,NA,NA,NA,NA,NA,NA,NA,NA,4609283,NA,NA,NA,NA,NA,3557605,NA,NA,NA,NA,NA
859.3762087,3589752,NA,3787672,NA,NA,NA,3958235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4025651,NA,NA,3486571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860.1973207,NA,3551510,NA,4708141,3749613,NA,3748482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860.2337587,NA,3739896,NA,NA,NA,4233558,NA,3344425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861.0788881,NA,NA,NA,NA,NA,3309153,4583120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4304564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3312289,NA,NA,NA,NA,NA,NA,NA,NA,NA
861.0997742,3266913,3366427,NA,NA,3294099,4220493,6885049,4842797,5594331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8732323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3671115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861.1152453,4309333,NA,4457853,5706700,4473733,7226944,7540393,NA,5307597,NA,NA,NA,3638626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3239450,NA,NA,9068183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3309719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861.1364564,4133188,5021179,7447913,8876983,6726512,6817325,9342610,5588236,6241465,NA,4294969,NA,NA,NA,NA,NA,NA,NA,3822360,3670923,NA,NA,3535787,NA,4324260,NA,3838955,NA,NA,4203151,NA,NA,NA,11738758,NA,NA,NA,NA,3709667,NA,NA,NA,NA,NA,NA,3635964,NA,NA,NA,NA,NA,NA,3990575,NA,NA,NA,3242622,NA,NA,3854290,NA,NA,NA,NA,NA,NA
861.1515681,3785016,4480494,8217947,8156073,6730593,8488478,9662081,6870271,7175340,NA,NA,4691107,3896645,NA,NA,3314870,4143938,3883851,NA,NA,3971957,3581880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7618171,NA,NA,4405151,NA,NA,NA,NA,NA,NA,NA,NA,3709678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3562226,NA,NA,NA,NA,NA,NA,NA
861.1729275,5415207,5324252,6243656,8549269,8659789,5768715,10333802,5518572,6716568,NA,NA,4035731,NA,NA,NA,NA,3349300,4268864,NA,NA,NA,4556717,NA,NA,3732357,NA,4084687,NA,NA,NA,NA,4450958,NA,7962217,NA,NA,5625741,NA,4682438,NA,NA,NA,NA,NA,3573668,4149978,NA,3240601,3806721,3274688,NA,NA,NA,3320236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861.1877927,4350236,4967887,5637434,6722438,5931839,5907966,5779033,3687646,6921354,NA,NA,4367495,NA,3970242,NA,NA,NA,NA,NA,3310440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5267038,NA,NA,4073344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3472805,NA,NA,NA,NA,NA,NA,3251008,NA,NA,NA,NA,NA
861.2093293,3248394,NA,4263206,5059442,5489450,4359658,6475331,4334795,5172343,NA,NA,3277942,NA,5244080,NA,3859607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4176498,NA,6741581,NA,NA,4720494,NA,4813483,3391353,NA,NA,3795283,NA,NA,3484344,3696457,3766912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3224365,NA,3219545,NA,NA,NA
861.2240599,NA,3218864,NA,3875683,NA,NA,5451314,3527869,3619945,NA,NA,NA,NA,NA,NA,NA,NA,4731685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5086784,NA,NA,4011873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3377197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861.245536,3862765,5332381,4162821,6452047,4514567,3952073,7245339,3478698,7175254,NA,NA,3388507,NA,4273297,NA,3994756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7314992,NA,NA,8525647,NA,4182671,NA,3323444,4085536,NA,NA,NA,3746453,4208429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3334822
861.2608661,NA,NA,3310838,3410753,NA,3257786,NA,NA,3421255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3886627,NA,NA,3716931,NA,NA,NA,NA,NA,3449149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861.2818924,4120784,4758910,4195556,5034797,5649124,6493608,5090803,5653641,4127796,NA,NA,3572798,NA,NA,NA,5071985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5807635,NA,NA,6240049,NA,5837427,3467087,3349012,NA,NA,3446784,3663705,4407923,NA,NA,NA,NA,3532847,NA,NA,NA,NA,NA,NA,3239487,NA,NA,NA,NA,NA,NA,NA,NA
861.2972773,NA,NA,3544277,NA,NA,NA,NA,3722363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3474949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861.3183287,6377651,4644190,3552449,4530953,5300929,4691333,6532555,5022823,5360659,NA,NA,4826146,NA,NA,NA,6210655,NA,NA,NA,NA,NA,3422046,NA,3754771,3664650,NA,NA,NA,3729211,NA,NA,NA,NA,5627381,NA,NA,6698771,NA,5214808,NA,NA,4261614,NA,3577834,NA,NA,4210420,4018741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861.3909247,NA,3697951,NA,NA,NA,NA,4296059,NA,3853263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3214809,NA,NA,NA,NA,NA,NA,3430101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862.1391566,3499538,NA,NA,NA,NA,3662464,5577276,3354991,4397334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4332376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862.1756723,NA,3263082,NA,NA,3817330,4928094,4934162,NA,3451124,NA,NA,3654005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3615546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862.1911413,NA,NA,NA,4526005,NA,3240527,3951105,3457340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862.2848921,NA,NA,NA,3606359,3534596,NA,3561880,3590373,3223692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3332831,NA,NA,3632080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863.094246,NA,NA,4029996,3927080,NA,NA,7169530,NA,NA,NA,NA,NA,4099842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5298230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863.1153925,NA,NA,3970584,6605844,4012983,6586049,6292961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11089955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
